fips5,place,Trump,Biden,prop_trump,total_cases,pop_est,cases_per_cap
21071,Floyd County,12211,3855,0.7600522843271506,8092,35845,0.22574975589343005
21071,Floyd County,12211,3855,0.7600522843271506,8092,91.142676769,88.78387476493668
21073,Franklin County,12900,12650,0.5048923679060665,17970,50815,0.35363573747909083
21073,Franklin County,12900,12650,0.5048923679060665,17970,244.48979955,73.49999890823666
21075,Fulton County,1605,791,0.6698664440734557,4833,6120,0.7897058823529411
21075,Fulton County,1605,791,0.6698664440734557,4833,29.718661528,162.6250898091927
21077,Gallatin County,2955,822,0.7823669579030977,2619,8832,0.29653532608695654
21077,Gallatin County,2955,822,0.7823669579030977,2619,89.810346495,29.161450792819366
21079,Garrard County,6754,1830,0.7868126747437092,6552,17560,0.37312072892938497
21079,Garrard County,6754,1830,0.7868126747437092,6552,76.31511062,85.8545568075598
21081,Grant County,8725,2205,0.7982616651418115,5342,25121,0.2126507702718841
21081,Grant County,8725,2205,0.7982616651418115,5342,97.376144659,54.859432140254334
21083,Graves County,13206,3559,0.7877124962719952,18814,37317,0.5041670016346437
21083,Graves County,13206,3559,0.7877124962719952,18814,67.633080579,278.17748118132783
21085,Grayson County,9453,2400,0.797519615287269,10750,26321,0.4084191330116637
21085,Grayson County,9453,2400,0.797519615287269,10750,52.649604305,204.1800720424237
21087,Green County,4838,920,0.8402222994095172,7319,11049,0.6624128880441669
21087,Green County,4838,920,0.8402222994095172,7319,38.62624692,189.48255612714857
21089,Greenup County,13064,4873,0.7283269220047945,13150,35268,0.37285924917772484
21089,Greenup County,13064,4873,0.7283269220047945,13150,102.38565497,128.43596111050007
21091,Hancock County,3145,1351,0.6995106761565836,2980,8758,0.3402603334094542
21091,Hancock County,3145,1351,0.6995106761565836,2980,46.666153212,63.85784545947331
21093,Hardin County,29832,18101,0.6223687230092003,42368,110356,0.3839211279857914
21093,Hardin County,29832,18101,0.6223687230092003,42368,177.02592963,239.33217065179605
21095,Harlan County,9367,1494,0.8624436055611822,12518,26409,0.47400507402779357
21095,Harlan County,9367,1494,0.8624436055611822,12518,56.692262215,220.8061472750316
21097,Harrison County,6334,2400,0.7252118158919166,5581,18778,0.2972095004792843
21097,Harrison County,6334,2400,0.7252118158919166,5581,61.283523277,91.0685238310144
21099,Hart County,6345,1908,0.7688113413304253,8487,18906,0.4489051094890511
21099,Hart County,6345,1908,0.7688113413304253,8487,45.825865296,185.2010855699173
21101,Henderson County,12730,7639,0.6249693161176297,27487,45591,0.6029040819459981
21101,Henderson County,12730,7639,0.6249693161176297,27487,104.44858124,263.1629809967537
21103,Henry County,5843,2142,0.7317470256731371,5797,16106,0.35992797715137215
21103,Henry County,5843,2142,0.7317470256731371,5797,56.256685159,103.04553109760663
21105,Hickman County,1714,458,0.7891344383057091,2402,4421,0.5433159918570459
21105,Hickman County,1714,458,0.7891344383057091,2402,18.247898641,131.63159480747578
21107,Hopkins County,15757,5439,0.7433949801849405,21865,45068,0.48515576462234844
21107,Hopkins County,15757,5439,0.7433949801849405,21865,83.141192966,262.9863635579722
21109,Jackson County,5450,605,0.9000825763831544,9692,13442,0.72102365719387
21109,Jackson County,5450,605,0.9000825763831544,9692,38.940288659,248.89389200149023
21111,Jefferson County,150619,228288,0.39750915132209225,490498,770517,0.6365829696165043
21111,Jefferson County,150619,228288,0.39750915132209225,490498,2024.0256,242.33784394821885
21113,Jessamine County,17096,8567,0.6661730896621595,20256,53920,0.37566765578635014
21113,Jessamine County,17096,8567,0.6661730896621595,20256,313.18782906,64.6768428415505
21115,Johnson County,8446,1607,0.8401472197354024,6712,22386,0.29983025104976324
21115,Johnson County,8446,1607,0.8401472197354024,6712,85.454306729,78.54490027384657
21117,Kenton County,48123,32265,0.5986341244961935,56620,166051,0.3409795785632125
21117,Kenton County,48123,32265,0.5986341244961935,56620,1035.9991755,54.65255314771242
21119,Knott County,4779,1412,0.7719269907930867,7110,15126,0.47005156683855615
21119,Knott County,4779,1412,0.7719269907930867,7110,43.030496963,165.23164968588608
21121,Knox County,11010,2111,0.8391128724944745,17489,31304,0.5586825964732941
21121,Knox County,11010,2111,0.8391128724944745,17489,81.034592078,215.82141097429022
21123,Larue County,5685,1504,0.7907914869940187,6397,14307,0.4471237855595163
21123,Larue County,5685,1504,0.7907914869940187,6397,54.700236464,116.94647799575918
21125,Laurel County,23234,4474,0.8385303883354988,29904,60669,0.4929041190723434
21125,Laurel County,23234,4474,0.8385303883354988,29904,139.79438774,213.91416696654292
21127,Lawrence County,5633,1238,0.8198224421481589,3117,15571,0.20017982146297605
21127,Lawrence County,5633,1238,0.8198224421481589,3117,37.466703809,83.1938677042429
21129,Lee County,2159,459,0.8246753246753247,2518,7033,0.35802644675103085
21129,Lee County,2159,459,0.8246753246753247,2518,33.6734493,74.77701430485769
21131,Leslie County,4318,446,0.9063811922753988,2734,10143,0.26954549935916394
21131,Leslie County,4318,446,0.9063811922753988,2734,25.303500785,108.04829036228553
21133,Letcher County,7226,1799,0.8006648199445984,6371,21899,0.290926526325403
21133,Letcher County,7226,1799,0.8006648199445984,6371,64.803293143,98.3129049621175
21135,Lewis County,4986,823,0.8583232914443105,6181,13257,0.4662442483216414
21135,Lewis County,4986,823,0.8583232914443105,6181,27.456325185,225.12116819540066
21137,Lincoln County,8489,2254,0.7901889602531881,6813,24644,0.27645674403505927
21137,Lincoln County,8489,2254,0.7901889602531881,6813,74.040854397,92.0167663580615
21139,Livingston County,4010,939,0.8102646999393817,2685,9242,0.2905215321359013
21139,Livingston County,4010,939,0.8102646999393817,2685,29.515034711,90.97058588243245
21141,Logan County,9067,3094,0.7455801332127292,16531,26989,0.6125087998814331
21141,Logan County,9067,3094,0.7455801332127292,16531,48.874292477,338.23507537790766
21143,Lyon County,3100,1092,0.7395038167938931,2281,8009,0.2848045948308153
21143,Lyon County,3100,1092,0.7395038167938931,2281,37.452858652,60.90322827409046
21145,McCracken County,21820,11190,0.6610118146016358,23862,65346,0.36516389679551925
21145,McCracken County,21820,11190,0.6610118146016358,23862,262.70362913,90.83239572678985
21147,McCreary County,5664,725,0.8865237126310846,5759,17408,0.3308249080882353
21147,McCreary County,5664,725,0.8865237126310846,5759,40.786890519,141.1973290123024
21149,McLean County,3633,1074,0.7718291905672403,3976,9252,0.4297449200172936
21149,McLean County,3633,1074,0.7718291905672403,3976,36.637871194,108.52158901227672
21151,Madison County,27353,15580,0.6371089837654019,48798,92368,0.5282998441018535
21151,Madison County,27353,15580,0.6371089837654019,48798,211.19956642,231.0516106977148
21153,Magoffin County,4174,1213,0.7748282903285688,3561,12362,0.28806018443617537
21153,Magoffin County,4174,1213,0.7748282903285688,3561,40.078565919,88.85048450079
21155,Marion County,6113,2722,0.6919071873231466,9488,19404,0.48897134611420323
21155,Marion County,6113,2722,0.6919071873231466,9488,56.565200239,167.73563887180072
21157,Marshall County,13297,4071,0.7656034085674804,10039,31191,0.3218556634926742
21157,Marshall County,13297,4071,0.7656034085674804,10039,103.53292089,96.96432703435535
21159,Martin County,3496,403,0.8966401641446525,3910,11323,0.3453148458888987
21159,Martin County,3496,403,0.8966401641446525,3910,49.312258661,79.29062886531973
21161,Mason County,8908,3317,0.7286707566462167,3625,17150,0.21137026239067055
21161,Mason County,8908,3317,0.7286707566462167,3625,71.420767398,50.755545369588276
21163,Meade County,10184,3632,0.7371163867979155,8749,28715,0.3046839630854954
21163,Meade County,10184,3632,0.7371163867979155,8749,94.016678848,93.05795638819373
21165,Menifee County,2311,750,0.7549820320156811,1772,6451,0.274686095179042
21165,Menifee County,2311,750,0.7549820320156811,1772,31.686981493,55.9220195963271
21167,Mercer County,8506,3033,0.737152266227576,7506,21774,0.34472306420501514
21167,Mercer County,8506,3033,0.737152266227576,7506,87.424248723,85.85718618849606
21169,Metcalfe County,3957,973,0.8026369168356998,4247,10030,0.4234297108673978
21169,Metcalfe County,3957,973,0.8026369168356998,4247,34.628357562,122.6451468971926
21171,Monroe County,4628,657,0.875685903500473,6296,10718,0.5874230266840829
21171,Monroe County,4628,657,0.875685903500473,6296,32.534944092,193.51500903756337
21173,Montgomery County,8993,3630,0.7124296918323695,10015,28203,0.355104066943233
21173,Montgomery County,8993,3630,0.7124296918323695,10015,142.90898151,70.07957018642111
21175,Morgan County,4297,1172,0.7857012250868531,2687,13345,0.20134881978269015
21175,Morgan County,4297,1172,0.7857012250868531,2687,35.014580213,76.7394606376685
21177,Muhlenberg County,10496,3544,0.7475783475783476,20711,30774,0.6730031845064015
21177,Muhlenberg County,10496,3544,0.7475783475783476,20711,65.846745748,314.53338756120786
21179,Nelson County,15703,7188,0.6859901271241973,19153,45851,0.417722623279754
21179,Nelson County,15703,7188,0.6859901271241973,19153,109.81920283,174.4048354607784
21181,Nicholas County,2407,954,0.7161559059803629,2281,7166,0.31830867987719785
21181,Nicholas County,2407,954,0.7161559059803629,2281,36.718347107,62.121532686452255
21183,Ohio County,8582,2404,0.7811760422355726,12883,24087,0.5348528251754058
21183,Ohio County,8582,2404,0.7811760422355726,12883,41.014190449,314.1107957749319
21185,Oldham County,22651,14504,0.6096353115327682,30012,66470,0.45151196028283436
21185,Oldham County,22651,14504,0.6096353115327682,30012,355.00028987,84.54077603990211
21187,Owen County,4292,1098,0.7962894248608534,2532,10880,0.23272058823529412
21187,Owen County,4292,1098,0.7962894248608534,2532,30.987623424,81.71004163032906
21189,Owsley County,1670,216,0.8854718981972428,1841,4472,0.41167262969588553
21189,Owsley County,1670,216,0.8854718981972428,1841,22.653656955,81.2672322025987
21191,Pendleton County,5515,1322,0.8066403393301156,2640,14529,0.18170555440842454
21191,Pendleton County,5515,1322,0.8066403393301156,2640,52.421324432,50.36118466301935
21193,Perry County,8118,2350,0.7755063049293084,10833,26092,0.41518473095201597
21193,Perry County,8118,2350,0.7755063049293084,10833,76.809917828,141.03647427742695
21195,Pike County,20279,4862,0.8066107155642178,18323,58402,0.31373925550494847
21195,Pike County,20279,4862,0.8066107155642178,18323,74.233833406,246.82815313857995
21197,Powell County,3966,1281,0.7558604917095483,3081,12442,0.24762899855328727
21197,Powell County,3966,1281,0.7558604917095483,3081,69.515773536,44.32087630305155
21199,Pulaski County,25441,5664,0.817907088892461,21777,64623,0.33698528387725735
21199,Pulaski County,25441,5664,0.817907088892461,21777,98.150018578,221.8746396129694
21201,Robertson County,884,253,0.7774846086191732,552,2135,0.2585480093676815
21201,Robertson County,884,253,0.7774846086191732,552,21.366815267,25.83445371255383
21203,Rockcastle County,6577,1134,0.8529373622098301,7022,16750,0.41922388059701493
21203,Rockcastle County,6577,1134,0.8529373622098301,7022,52.914673304,132.70421154559378
21205,Rowan County,5994,3880,0.6070488150698805,7441,24583,0.3026888500183053
21205,Rowan County,5994,3880,0.6070488150698805,7441,87.848116986,84.70301077922754
21207,Russell County,7506,1329,0.8495755517826825,8583,17821,0.4816228045564222
21207,Russell County,7506,1329,0.8495755517826825,8583,70.246464032,122.18408596467017
21209,Scott County,17764,10564,0.6270827449872918,23451,56031,0.41853616747871714
21209,Scott County,17764,10564,0.6270827449872918,23451,198.85714724,117.92887671116529
21211,Shelby County,15054,8076,0.6508430609597925,30213,48518,0.6227173420173956
21211,Shelby County,15054,8076,0.6508430609597925,30213,127.75965597,236.48310392362433
21213,Simpson County,5888,2681,0.6871280196055549,7501,18529,0.4048248691240758
21213,Simpson County,5888,2681,0.6871280196055549,7501,79.114316617,94.81216953832845
21215,Spencer County,8737,2530,0.7754504304606372,6373,18794,0.3390975843354262
21215,Spencer County,8737,2530,0.7754504304606372,6373,100.65242347,63.31690564708069
21217,Taylor County,9376,2961,0.7599902731620329,11183,25549,0.437707933774316
21217,Taylor County,9376,2961,0.7599902731620329,11183,95.916040226,116.59155208712023
21219,Todd County,4060,1202,0.7715697453439757,6025,12311,0.48939972382422225
21219,Todd County,4060,1202,0.7715697453439757,6025,32.872949721,183.28139248639107
21221,Trigg County,5487,1791,0.7539159109645507,5150,14643,0.35170388581574813
21221,Trigg County,5487,1791,0.7539159109645507,5150,33.161936579,155.29852991942784
21223,Trimble County,3227,1012,0.7612644491625383,1896,8515,0.222665883734586
21223,Trimble County,3227,1012,0.7612644491625383,1896,56.149773777,33.766832392415395
21225,Union County,4965,1529,0.7645518940560517,10617,14505,0.7319544984488108
21225,Union County,4965,1529,0.7645518940560517,10617,42.306397059,250.95495570548488
21227,Warren County,31790,22477,0.5858072124864098,109873,131264,0.8370383349585568
21227,Warren County,31790,22477,0.5858072124864098,109873,242.30803467,453.44348630302886
21229,Washington County,4482,1644,0.7316356513222331,5043,12084,0.4173286991062562
21229,Washington County,4482,1644,0.7316356513222331,5043,40.690454899,123.93569972411234
21231,Wayne County,7430,1700,0.8138006571741512,6125,20468,0.29924760601915185
21231,Wayne County,7430,1700,0.8138006571741512,6125,44.672025527,137.1104159200934
21233,Webster County,4506,1412,0.7614058803649881,6633,13111,0.5059110670429411
21233,Webster County,4506,1412,0.7614058803649881,6633,39.479206492,168.01249542196598
21235,Whitley County,12567,2552,0.8312057675772208,16872,36242,0.4655372220076155
21235,Whitley County,12567,2552,0.8312057675772208,16872,82.7762743,203.82652085610962
21237,Wolfe County,2097,837,0.7147239263803681,1402,7177,0.1953462449491431
21237,Wolfe County,2097,837,0.7147239263803681,1402,32.304009439,43.400185436653345
21239,Woodford County,8362,6530,0.5615095353209777,8052,26533,0.30347114913503936
21239,Woodford County,8362,6530,0.5615095353209777,8052,139.56572507,57.69324808051169
22001,Acadia Parish,22596,5443,0.8058775277292343,66005,62190,1.061344267567133
22001,Acadia Parish,22596,5443,0.8058775277292343,66005,94.92202532,695.3602156873995
22003,Allen Parish,7574,2108,0.7822763891757901,38607,25605,1.5077914469830112
22003,Allen Parish,7574,2108,0.7822763891757901,38607,33.610656782,1148.6535431427737
